doc_id,source_type,title,content_preview
dsid_953bbb669ab1461cb55bec60cd8c25de,confluence,Automated Tenant Incident Orchestration and Remediation Playbook,"Overview  This playbook documents the end-to-end automated orchestration and manual handoff procedures used by Redwood Customer Success and Support to detect, remediate, and verify tenant-level incidents with minimal customer impact. It is intended for use during production incidents that affect a single tenant or a small cohort of tenants (not full platform outages). The goal is to resolve service-impacting problems within the tenant SLO window or apply safe fallbacks that preserve availability while engineering diagnoses root causes.  When to use this playbook  - Tenant-facing degradation detected by telemetry (latency, errors, KV-cache regressions, model-quality signals). - Sudden unit-cost spikes or quota exhaustion that threaten availability. - Failed automated model upgrade rollouts that affect a tenant. - Routing and network flakiness isolated to a customer’s region or private deployment link.  Scope and ownership  - Primary owner: Customer Success (tenant stability squad). - Secondary owner: Eng-Platform (runtime orchestration). - On-call escalation: Dedicated SRE for the affected region. - This playbook covers: detection signals, enrichment, automated remediation actions, "
dsid_92bc3577d2624a9cb294ab827ae60131,confluence,Onboarding Checklist: Support Escalation and Triage Playbook,"## Purpose This playbook standardizes how Support and Customer Success (CS) triage onboarding issues for Redwood Hosted API customers using the **Console onboarding checklist** (""Guided onboarding"" + ""First production launch"" checklist).  It covers: - How to interpret checklist state (what it means, what it does *not* mean) - Standard intake questions and what evidence to collect - Common onboarding failures and recommended fixes - When and how to escalate to Console, Platform, Telemetry, SDK, or SRE  Non-goals: - This is not a full troubleshooting guide for all API issues. - This does not cover Dedicated/Private onboarding beyond basic pointers.  ---  ## Audience and assumptions **Primary users:** Support Engineers, CS Engineers, On-call CS.  Assumptions: - Customer is using **Hosted API** (unless explicitly noted). - Support has access to Redwood Console support views and internal tooling. - Support can view high-level request metadata (status codes, timestamps, region) but should avoid requesting sensitive data.  ---  ## Quick definitions **Checklist**: A set of steps surfaced in Console with completion state stored in the Checklist Progress Service.  **Step state**: - **Not sta"
dsid_cf94f88f9048473989675f2c269c2790,confluence,Jira Field Guidelines + SLA Timers (SUP Tickets),"## Purpose This page defines the **required Jira fields, priority/severity rules, SLA timer usage, and linking/closure standards** for customer-facing Support tickets in the **SUP** project.  Goals: - Reduce time-to-triage and time-to-mitigation with consistent, searchable ticket data. - Ensure Support **SLAs** are tracked consistently (first response + update cadence) and align with Engineering on-call practices. - Make escalations auditable: every page/bridge/incident should be linkable from the SUP ticket.  Scope: - Applies to all SUP tickets (Hosted, Dedicated, Private). - Applies to Support + CS when creating/updating SUP tickets.  Non-goals: - Replacing incident process (#incidents + incident commander). Use SUP as the **customer-impact record** and handoff anchor.  ---  ## Golden rules (read first) 1) **One SUP ticket per customer issue** (even if Engineering work spans multiple teams). Link out to Linear/GitHub as needed. 2) Every SUP must have:    - **Priority (P0–P4)**    - **Incident Severity mapping (Sev0–Sev3)** when escalated    - **Customer/org**, **tier**, **region**, **model**, and **request IDs** (or explicit note that none are available)    - **SLA timers set** ("
dsid_8cacf5565de94f91ba13422731f36b54,confluence,Enterprise LLM Behavior Delta Detection and Customer Triage Playbook,"Summary:\nThis playbook documents a repeatable, measurable process for detecting and triaging behavioral deltas (quality regressions or shifts) in LLM outputs that materially affect enterprise customers. It focuses on automated detection signals, deterministic first-line triage, evidence packaging for root-cause analysis (RCA), and customer-safe communications. Use this playbook when telemetry or customers indicate unexpected changes in output behavior ( hallucinations, repeated refusal patterns, persona drift, or factual regressions ).\n\nScope:\n- Applies to Redwood-hosted and Dedicated tenants (hosted API and dedicated capacity).\n- Covers model serving changes, quantization/rewrites, prompt-layer changes, routing/fanout, and inference runtime rollouts.\n- Does NOT replace safety escalation for clear safety violations; refer to the LLM Safety Escalation Matrix for safety-first incidents.\n\nGoals and success criteria:\n- Detect behavior deltas within 5 business minutes for enterprise customers with active synthetic monitors.\n- First-line response (triage started) within 30 minutes of alert.\n- Deliver a reproducible evidence bundle to eng/research within 2 business hours.\n- Pr"
dsid_0dc560e2f2574a9aa8ede92676e36be5,confluence,Automated Onboarding SLO Escalation & Orchestration Playbook,"Purpose and scope:\n\nThis playbook defines the automated orchestration and escalation process used during enterprise onboarding to ensure SLO-driven stability, fast triage, and consistent customer communication. It applies to Hosted, Dedicated, and Private deployments during the first 90 calendar days after provisioning, with integrations into Alerting, Pager, Ticketing, and Customer Success systems.\n\nKey objectives:\n- Detect onboarding-impacting SLO regressions automatically and reduce MTTI (mean time to identify) to under 5 minutes where possible.\n- Route incidents to the right team and automation step based on severity and customer tier.\n- Ensure customers see timely, transparent updates and have an engineered remediation path.\n- Capture telemetry and post-incident signals into onboarding QBRs.\n\nDefinitions and SLOs monitored during onboarding:\n- Availability (API success rate): target >= 99.8% per customer per 1h window; warning at 99.5%, critical at 99.0%.\n- Latency (p95 generation): target <= 350ms; warning at >450ms, critical at >800ms for three consecutive minutes.\n- Token error rate: target < 0.2% per model route per 1h; warning at 0.5%, critical at 1.0%.\n- Mo"
dsid_fe4243528f15469cb4245f289f8c8411,confluence,Tenant Configuration Drift Detection and Safe Rollback Playbook,"Overview  This playbook defines the detection surface, alerting thresholds, triage rules, and safe automated rollback procedures for tenant configuration drift across Redwood Private and Dedicated deployments. It is intended for Customer Success engineers, SREs, and On‑Prem deployment engineers responsible for tenant stability during onboarding and post‑go‑live operations.  Goals and acceptance criteria  - Detect configuration drift that can materially affect inference correctness, throughput, or security (examples below) within 15 minutes of occurrence. - Provide an automated, auditable safe-rollback path that returns the tenant to a verified last-known-good state within 60 minutes for P1/P2 incidents, with human-in-the-loop gating for production-critical changes. - Ensure rollback preserves data integrity and produces clear post-action telemetry for QBR review.  Scope and definitions  - Configuration drift: any divergence between the expected, committed tenant config (control plane) and the live runtime state that affects routing, model selection, RBAC, volume mounts, or network policies. Examples: unexpected ingress rule changes, KV cache eviction policy flips, altered model pin"
dsid_4ca65d2709784d6daebd9961908f357c,confluence,First-Line LLM Quality Triage & Eval Handoff Playbook,"Overview  Purpose: This playbook describes the first-line process for handling customer-reported LLM quality issues during enterprise onboarding and the formal handoff to Applied ML / eng teams for evaluation and remediation. It is intended for Customer Success Engineers (CSEs), Support Tier 1/2, Solutions Engineers (SEs), and Applied ML reviewers.  Goals: - Quickly triage user-facing quality regressions and determine severity. - Capture reproducible test cases and metadata needed for deterministic evals. - Execute lightweight mitigations (prompt guardrails, model switchover, reranking) when safe. - Perform a clean handoff to Applied ML or Eng with a complete evaluation package.  Scope: - Applies to hosted and dedicated customers during the first 90 days of onboarding and to production incidents that are suspected regressions in model output quality. - Not intended for purely infrastructure outages (see incident playbooks).  Owner and Roles: - Customer Success (owner): overall coordination, communication with customer. - Support Tier 1: initial intake, basic repro steps, short-term mitigations. - Support Tier 2 / CSE: advanced triage, telemetry capture, auth to access customer logs"
dsid_a3a4b5a5689b48e89f0b1f33b7d90f60,confluence,"Support Triage Intake Checklist (Hosted, Dedicated, Private)","## Purpose This checklist standardizes what Support collects at intake so we can: - Reduce time-to-triage and time-to-mitigation. - Avoid avoidable back-and-forth (missing region/model/request IDs). - Route faster to Known Issues vs. new investigations. - Escalate with the correct context when paging SRE/Platform/Runtime.  Applies to: **Hosted API**, **Dedicated**, and **Private (VPC/on‑prem)**.  ---  ## 0) Before you respond: classify the inbound **Identify these immediately (even if details are missing):** - Customer tier: Self-serve / Dedicated / Private / Enterprise (contracted) - Symptom type: Availability, latency, streaming, auth, quota/rate limits, console, billing/metering, audit logs, installer/upgrade - Scope guess: Single user vs. single org vs. region-wide - Time sensitivity: Is the customer blocked in production?  If it looks like a broad incident (multi-customer, multiple tickets, or obvious regional symptoms), follow the escalation triggers in the Severity Matrix and start/ask for a bridge per the Slack Bridge Conventions.  ---  ## 1) Required fields (do not proceed without these) Capture these in the Support ticket (and ask the customer for any missing items).  ###"
dsid_05ddb5e264cc45628d0c5e96ccf369f3,confluence,"Scheduled Model Upgrade: Tenant Notification, Canary Rollout, and Rollback Playbook","Summary: This playbook defines the cross-functional process for scheduled model upgrades that affect enterprise tenants (hosted, dedicated, and private). It covers pre-upgrade validation, tenant communications, canary rollout strategy, automated and manual rollback criteria, post-upgrade verification, and escalation paths. The goal is to ensure predictable, low-risk upgrades with clear customer-facing communication and rapid mitigation if quality or reliability regressions are detected.  Scope: - Applies to any non-trivial model version change (weights or tokenizer changes, quantization/format changes, runtime ABI changes) scheduled during standard maintenance windows. - Includes Hosted API customers, Redwood Dedicated tenants, and Private deployments where Redwood coordinates or provides upgrade artifacts. - Excludes entirely internal-only test model swaps performed in isolated staging environments.  Owners & Roles: - Product Release Lead: triage owner for upgrade schedule and customer notices. (Owner: Product Release Manager) - Customer Success Lead: primary point of contact for affected enterprise customers and for communicating impacts. (Owner: Customer Success Manager) - Runti"
dsid_1050c86b8aec41a9ace87c123d65d805,confluence,Enterprise Metric Ownership and Alert Routing Cookbook,"Overview  Purpose: This cookbook defines a pragmatic, repeatable approach for mapping customer-visible telemetry to clear owners, creating routing rules in our alerting stack, and operationalizing those alerts inside Customer Success (CS) and Engineering workflows. It is intended for CS onboarding leads, SREs, and product owners who need consistent, auditable alerts that drive fast, customer-facing outcomes.  Scope: applies to all enterprise tenants (hosted, dedicated, private) and the following telemetry sources: telemetry-gateway, redwood-proxy, model-router, kvcache-service, embeddings-indexer. This doc focuses on customer-impacting metrics (latency, error-rate, cost-anomaly, model-quality regression) rather than internal infra-only metrics.  Owner and Contact  - Primary owner: Customer Success Observability (team-ops-cs-observability) - Secondary owner: Eng SRE (team-sre-platform) - Oncall escalation: Eng SRE PagerDuty (PD: team-sre-platform)  Definitions and Goal Metrics  - Customer-visible metric: any metric or log pattern that maps to a customer SLA, feature, or billing impact (examples below). - Severity tiers and target time-to-ack (TTA):   - Sev P0 (Critical): customer-fa"
dsid_a4db33a41d4f4df884443c1d4a5cee6c,confluence,Reducing Alert Fatigue and Clear Oncall Ownership: A Customer-Facing Incident Playbook,"Overview  Purpose: This playbook defines how Redwood’s Customer Success, Support, and Platform teams should coordinate to reduce alert noise, establish unambiguous oncall ownership, and manage customer-visible incidents with minimal customer disruption. It is focused on enterprise tenants (Dedicated/Private) but also applies to hosted API incidents where customer impact is suspected.  Goals - Reduce actionable pager noise by >=50% for customer-impacting alerts within three months of adoption. - Ensure every alert has a single owning team and a documented remediation runbook or a suppression policy. - Provide clear steps for customer-safe remediation and communications to minimize churn and SLA exposure.  Scope - Included: alerts generated by Redwood control plane, tenant routing/proxy, model serving (inference failures), quota and billing anomalies, and integration connectors that impact request processing. - Excluded: internal CI/CD job failures (owned by eng-infra) and local developer tooling alerts.  Definitions - Noise: alerts that repeatedly fire without leading to a meaningful action within the past 30 days. - Actionable Alert: an alert with a documented owner, severity, and "
dsid_9ed5bb9aac0f43c2b20c41b0f56d39a9,confluence,Tenant data redaction and privacy verification runbook,"Summary: This runbook defines the operational process for verifying tenant data privacy and performing content redaction for Redwood Dedicated and Private deployments. It is intended for customer success engineers (CSEs), on-call support (Tier 2/3), and SREs responsible for tenant onboarding or remediation after a data exposure event. The goal is to provide repeatable, auditable steps to detect, redact, verify redaction, and produce evidence for customers and internal compliance teams.  Scope and applicability: - Applies to: Dedicated tenants, Private (VPC/on-prem) deployments, and customer-supplied S3/FTP data sources connected to Redwood ingestion pipelines. - Does NOT replace: Legal escalation, incident response (see security incident runbook), or full data-erasure certification for decommissioning. - When to use: suspected exposure of PII, customer request for emergency redaction, detection from telemetry indicating sensitive token leakage, or audit-triggered verification.  Primary owners and escalation path: - Primary owner: Customer Success (Tenant Safety) — Maya Patel (owner) - Secondary: Security & Compliance — Priya Ramanathan - SRE on-call: paged for remediation steps tha"
dsid_bb705a11d95d4218baf75e02fcb862a0,confluence,Enterprise Support Lifecycle — Dedicated & Private Customers Playbook,"Overview  This playbook defines the end-to-end support lifecycle for Dedicated and Private customers (Reserved capacity, VPC/on-prem installs). It covers onboarding milestones, operational handoff criteria, support tiers and SLAs, escalation pathways, routine health checks, QBR agenda items, and common workarounds. Use this document during pre-sale handoffs, SOW signings, and the first 90 days of customer go‑live.  Scope  - Applies to Redwood customers with Dedicated capacity contracts or Private deployments (VPC or on‑prem). - Excludes Hosted self‑serve customers; see hosted support guidelines for that flow. - Covers technical onboarding, first‑line support (CSE/Customer Success), and engineering escalations.  Definitions  1. CSE: Customer Success Engineer (Redwood) — primary technical point of contact during onboarding and post‑go‑live. 2. TAM: Technical Account Manager — commercial/relationship owner for enterprise contracts. 3. Severity levels: P0 (service down / data loss), P1 (major degradation), P2 (partial impact), P3 (questions / minor issues).  Owner & Operating Model  - Primary owner: Customer Success team (owner_team). - Support partners: Eng‑SRE (incidents), Eng‑Servin"
dsid_493c44cc9dd5459a8e10587a888efbef,confluence,Billing & Quota Discrepancy Triage and Customer Communication Playbook,"Summary: This playbook describes the end-to-end triage, technical investigation, remediation, and customer communications process for billing and quota discrepancies reported by enterprise, dedicated, and private tenants. It covers initial intake, data collection, technical verification, remediation options (including safe-mode and temporary caps), crediting thresholds, and the escalation matrix when there is suspected metering, aggregation, or accounting system error.  Purpose and scope: - Purpose: Resolve customer-reported billing or quota issues quickly while preserving trust and avoiding unnecessary credits. - Scope: Applies to all enterprise and Dedicated/Private tenants. Does not replace formal legal billing dispute processes if requested by finance; instead this playbook prepares evidence for finance handoff. - Out-of-scope: One-off developer test accounts on self-serve plans (handled by Growth Support).  Owner and Roles: - Primary owner: Customer Success (owner_team). - Technical lead: Oncall Observability Engineer (eng-platform / eng-sre on rotation). - Billing coordinator: Revenue Ops / Billing team (finance-legal). - Communications owner: Customer Success AM or Technical"
dsid_7cd72f4a79354eaa9248027e172e057c,confluence,Enterprise Rate Limit & Quota Adjustment — Operational Playbook,"Summary ------- This playbook defines the operational procedures for investigating, mitigating, and permanently resolving customer-impacting rate limit and quota incidents for enterprise accounts. It also documents short-term cost-protection actions we can take on behalf of customers (or for platform health) and the escalation paths for cross-team involvement.  Scope ----- - Applies to enterprise, dedicated, and private customers where quota/rate-limit events affect availability, throughput, or unexpected billing spikes. - Excludes self-service free-tier rate-limit automation unless the event escalates to an enterprise impact. - Covers: token/per-minute throttles, concurrent connection limits, embedding unit quotas, burst policies, and billing protection requests.  Definitions ----------- - Rate limit: per-customer throughput constraints (requests/minute, tokens/minute, connections). - Quota: monthly or annual allocation associated with billing commitments (tokens, embedding units, inference-hours). - Cost protection: temporary measures (throttling, capped billing, emergency credit) to prevent unexpected financial exposure. - Mitigation owner: CS engineer or SRE assigned to runbook"
dsid_64dd3b003d0d43dea881ff57edc7ec45,confluence,Enterprise failure injection and resilience runbook,"Summary ------- This runbook describes a safe, repeatable program for conducting failure-injection and resilience validation exercises for enterprise tenants that use Redwood Inference (hosted, Dedicated, or Private). The goal is to validate customer-facing behaviours (failover, throttling, model fallback, and data isolation) and ensure Customer Success (CS) and Support teams have playbooks for communication, rollback, and remediation.  Scope ----- - Applies to enterprise onboarding, stability game-days, and periodic resilience testing for dedicated/private tenants. - Exercises include network partitioning, ingress throttling, model variant fallback, KV cache eviction, GPU preemption simulation, and telemetry loss scenarios. - Not intended for experiments that modify persistent customer data or escalate to legal/regulatory gates without prior approvals.  Goals and acceptance criteria ---------------------------- - Assert that customer SLOs degrade gracefully with automated fallback policies engaged (latency SLO: p95 < 750ms under nominal; during controlled degradation, p95 may increase to 2s but requests must not return internal server error > 1% for 1h). - Validate canary rollback"
dsid_544c4171e99942ec8364e67ec4a48ed1,confluence,Enterprise Avalanche Surge: Preparation and Stabilization Playbook,"Summary: This playbook describes the end-to-end procedures for preparing for, detecting, and stabilizing a sudden high-volume traffic event we call an ""avalanche surge"" for enterprise tenants (e.g., large customer marketing campaigns, viral product hooks, or third-party spikes). It covers pre-cutover preparation, detection thresholds, immediate actions (first 15–60 minutes), escalation behavior, automated mitigations, safe-failback, customer communications templates, and post-incident QBR artifacts.  When to use this playbook: - Any customer-facing production spike where observed request volume, token throughput, or request concurrency increases by >= 5x baseline within a 5 minute window. - Alerts triggered by the Avalanche Detector rule (see Telemetry) or when a customer reports widespread latency / 5xxs tied to a single tenant.  Goals and acceptance criteria: - Preserve customer-visible availability (success rate >= 99.5%) during surge where possible. - Maintain 95th percentile token latency <= 2x baseline SLO for dedicated tenants; notify if this cannot be met. - Ensure cost containment and fairness across multi-tenant pools (automatic throttles engaged when thresholds are hit)."
dsid_4bfe055051b24a58bd94c173654dc6b0,confluence,Enterprise Self-Heal Automation Playbook,"Summary  This playbook describes the standardized approach Redwood Customer Success (CS) and Support teams use to implement, validate, and operate enterprise self-heal automation for customer production incidents. Self-heal automation refers to fully automated remediation actions that are safe to run without human approval when a monitored condition maps to a validated remediation recipe. The goal is to reduce mean time to recovery (MTTR), lower toil for on-call engineers, and preserve customer SLAs while maintaining auditability and revertibility.  When to use this playbook  - Enterprise customers with a Dedicated or Private deployment where the customer has agreed to automated remediation in their onboarding contract. - Routine, well-understood failure classes where automated remediation has been tested end-to-end and has a clear rollback path. - Situations where automation improves availability and cost predictability (e.g., autoscaling policies, model switchover, cache invalidation, connector restarts).  Scope and non-goals  - Scope: networking reconnections, connector/ingest restarts, GK (gateway) route fallback, model variant switchovers, KV-cache warmup, automated quota adju"
dsid_375ea30af4cf40daa59dc9827ecf4fd7,confluence,tenant-snapshot-and-safe-replay-runbook-2026,"Summary:  This runbook describes the approved, auditable process for capturing production-like snapshots of a tenant (configuration + sanitized telemetry + optional minimal payloads) and safely replaying traffic in a controlled sandbox for debugging hard-to-reproduce issues. The goal is to enable Customer Success and Support to reproduce customer-facing failures while minimizing data exposure and preserving customer SLAs and compliance commitments.  Scope: - Applies to Dedicated and Private tenants and to hosted tenants where customer consent and legal approvals are present. - Intended for escalations where live debugging is not possible (non-deterministic model regressions, KV-cache corruption, routing anomalies, telemetry sampling gaps, prefix-caching defects). - Excludes full PII exports; any snapshot containing sensitive data must be redacted per the Data Handling section below.  Owner & Roles: - Requestor: Customer Success or Support engineer who opened the escalation (owner of the ticket). - Data Guardian: Security & Compliance engineer responsible for approving redaction and retention policy for the snapshot. - Sandbox Operator: Platform engineer who performs the capture and"
dsid_945a1eb927c94230a1c43e03bb4ba2c9,confluence,Model Change Approval & Customer Governance Runbook,"Summary ------- This runbook defines the governance, approval paths, operational checks, and customer communication templates for any model or model-configuration change that impacts enterprise customers (Hosted, Dedicated, or Private deployments). It is intended for Customer Success, Product, SRE, Serving Runtime, and Security teams. The goal is to reduce surprise regressions, keep customers informed, and make rollbacks predictable.  Scope ----- - Applies to model version swaps, quantization profile changes, prompt-template migrations, model serving config changes (e.g., max_tokens, sampling defaults), and runtime kernel changes that may alter output semantics or latency by >5%. - Includes both Redwood-initiated and customer-requested changes for enterprise tenants. - Excludes purely infra-only upgrades that do not alter model observable behavior (see Appendix A for classification rules).  Why we need this ----------------- Enterprise customers require predictable output quality and clear change windows. Uncoordinated changes generate escalations, churn risk, and operational burden. This runbook balances speed with customer safety using a two-track approval model (minor vs major) "
dsid_00f927a59bb142b897f2f1d200325a89,confluence,Support playbook: help customers rotate/revoke Hosted API keys,"# When to use Use this playbook when a customer asks how to rotate/regenerate a key, requests emergency revocation, or reports suspected compromise.  # Guardrails - Never ask a customer to paste an API key value into email/Jira/Slack. - If the customer is unable to access Console due to RBAC, escalate to Security for an approved admin-assisted revoke.  # Quick decision tree 1) **Suspected compromise?**  Revoke first, then rotate. 2) **Planned rotation?** Create new key, deploy, validate, then revoke old key.  # Customer instructions (canonical) Send the customer the link/steps from: ""Hosted API key rotation & revocation (customer guide)"".  # Emergency revoke procedure (internal) 1. Create/locate the support ticket (SUP-*). 2. Confirm authorization in writing (email from authorized admin or known customer security contact). 3. In Console (admin view), go to Settings  API Keys  select key  Disable. 4. Document: key name, key id, timestamp, who authorized. 5. Ask customer to deploy replacement key.  # Post-actions - If compromise is likely: tag ticket with `security-incident` and page Security on-call. - Recommend customer updates any leaked build logs, CI variables, or screenshots.  "
dsid_2ce9ae40d5d347c1add2b31c4d5a8c3c,confluence,Support Process: Customer Communications Requirements for Model Rollouts,"h1. Purpose This page defines the minimum customer-facing communication requirements for production model version rollouts. Rollout plans MUST include a Customer communications section that follows these rules.  h1. Who must be notified  h2. Always notify * Any Dedicated customer receiving the new version as default * Any Private customer (VPC/on-prem) impacted by the change  h2. Notify when material behavior changes For Hosted API customers, notify when any of the following change materially for a commonly used alias: * output format or tool-calling behavior * maximum context/output token limits * latency or reliability expectations * safety behaviors (refusals, content filtering)  h1. Timing * Dedicated: at least 5 business days before the change window, unless the customer agrees otherwise. * Private: per customer contract; default to 10 business days prior to the maintenance window. * Hosted: at least 72 hours prior for material behavior changes; otherwise release notes are sufficient.  h1. Required message content All customer communications MUST include: * What is changing (model alias and new version id if customer pins versions) * Why we are changing (benefit statement) * W"
dsid_078ffc1246b240d1969b001c377a01b9,confluence,Deferred Request Routing and SLA Eligibility Playbook,"Summary  This playbook defines the operational procedure for deferred request routing and SLA eligibility determination for enterprise tenants during transient capacity or model degradations. It prescribes the routing policies, telemetry signals, customer communication templates, and post-event reconciliation needed to ensure predictable behavior and fair SLA handling.  Scope  - Applies to Redwood-hosted and Dedicated tenants using the Redwood API or customer SDKs. - Covers transient degradations: capacity surges, model fallback, regional congestion, and circuit-breaker-driven deferrals. - Does not replace tenant cutover or long-term migrations; see Enterprise Cutover playbooks for those flows.  Objectives  1. Route requests in a way that preserves availability and latency SLOs where possible. 2. Provide deterministic rules for when a tenant is eligible for SLA credits following deferrals. 3. Maintain transparent, auditable telemetry to support QBR and billing reconciliation. 4. Minimize noisy alerts and unnecessary escalations through automated remediation.  Definitions  - Deferred request: a user request intentionally delayed, queued, or routed to a lower-capacity lane to protect"
dsid_7bed0739a8f241219e4f3ab0304916bb,confluence,Enterprise Severity Matrix and Customer Communication Playbook,"Overview  Purpose This playbook defines a standardized severity matrix for enterprise customers during onboarding and production, and prescribes customer-facing communication workflows for each severity. The goal is to ensure consistent, transparent, and timely communications while aligning engineering, SRE, and customer success actions with contractual SLAs and business expectations.  Scope - Applies to Redwood-hosted API, Dedicated, and Private deployments for enterprise customers. - Covers incidents affecting availability, correctness of outputs, performance regressions, and billing/quotas that materially impact customer business outcomes. - Does NOT replace product-specific runbooks or legal escalation paths for data breaches (see security-and-compliance incident playbooks).  Definitions and Severity Matrix Use the following table and criteria to classify customer-impact incidents. Classify on customer-visible impact; escalate by highest impacted customer tier when multiple tenants are affected.  Severity Levels (quick reference) - P0 (Critical): Customer-facing outage or corrupted responses that prevent core business flows, repeated for >5 minutes, affects 25%+ of requests or "
dsid_67115becd44a46b2a9c9a3d6476141cf,confluence,Regression Cascade Escalation and Customer Guardrails,"Summary: This playbook defines the observable triggers, triage steps, mitigation actions, and customer communications for simultaneous model-quality regressions and inference cost or token-spend spikes (a ""regression cascade""). It is intended for Customer Success, First-Line Support (L1), SRE, and Runtime Engineering to rapidly protect customer SLAs while preserving throughput and minimizing rollback scope.  When to use this playbook: - Any time a customer, tenant, or cohort exhibits a quality drop (synthetic-eval delta or customer complaint) that co-occurs with a >30% increase in per-request cost or per-token compute time for the same time window. - Automated detection fires when both a quality metric and a cost/latency metric cross configured thresholds (see Detection and triggers).  Goals and guardrails: - Protect customer-facing applications within 15–60 minutes for critical customers. - Maintain availability SLO: 99.9% request success for dedicated tenants; 99.5% for hosted API customers. - Limit blast radius: prefer per-tenant or per-route mitigations before global rollbacks. - Preserve telemetry for postmortem and for QBR discussion.  Roles and responsibilities: - Customer S"
dsid_2833fc18517c4dbaaa6516b818f93224,confluence,Enterprise Offline Diagnostic Bundle and Customer Handback Protocol,"Summary: Provide a standardized, privacy-conscious process for producing an ""offline diagnostic bundle"" (ODB) that support engineers assemble and hand back to enterprise customers for offline analysis. This document codifies when and how to generate an ODB, required artifacts, redaction and sampling rules, packaging format, delivery SLA, and verification steps. The ODB is intended only for allowed support/legal/engineering stakeholders and must follow the redaction rules and retention constraints below.  Audience: - Customer Success Engineers (CSEs) - Solutions Engineers (SEs) - Support oncall and L2/L3 engineers - Customer security/compliance reviewers  When to use this runbook: 1) Customer requests an offline bundle for root-cause analysis after an escalated incident (SEV1/SEV2) or quality investigation that cannot be resolved with live telemetry. 2) Legal or compliance requires an extract for audit that cannot be satisfied by live telemetry exports. 3) Customer asks for a reproducible data slice for model-eval or labeling that must be processed offline.  Primary objectives: - Provide engineers with a deterministic, reproducible bundle sufficient for debugging (trace IDs, request"
dsid_88eb074c9ab9475786e4d2a5271821fc,confluence,Autonomous Triage Playbook for LLM Quality Anomalies,"Overview:  This playbook defines an autonomous-first triage process for LLM quality anomalies that impact customer-facing traffic. It is intended for SREs, Customer Success Engineers (CSEs), and first-line support to reduce mean-time-to-detect (MTTD) and mean-time-to-resolve (MTTR) using automated detection, quick remediations, and a controlled escalation path. The goal is to keep customer-impacting sessions within our SLOs while minimizing manual intervention.  When to use this playbook: - Model output quality regressions (semantic drift, hallucination spikes, or abrupt response truncation) detected by telemetry or reported by customers. - Automated synthetic checks trip quality gates (see ""Synthetic checks"" section). - Multiple customers show correlated reductions in evaluation scores, or high false-positive rates in reranking endpoints.  Ownership and roles: - Primary owner: Customer Success (CSEs) — initial customer communication and impact validation. - Secondary owner: Eng SRE — metrics triage, routing, and capacity-related checks. - Escalation owner: Runtime/Serving Engineering — model rollout and kernel-level investigation. - Communications lead: Customer Success Manager (C"
dsid_9c8cb10d65324c03a8ededbd98c1b058,confluence,Go-Live Protocols: Cross-Org Communications & Escalation,"Summary ------- This document defines the cross-organizational go-live protocol used by Redwood Inference for enterprise tenant cutovers. It focuses on communications, stakeholder coordination, and an escalation ladder tailored for high-risk or high-visibility customers. Use this runbook as the canonical checklist for the 72 hours before, during, and 72 hours after a cutover where multiple teams (Customer Success, SRE, Solutions Engineering, Product, and Sales) must be coordinated.  Scope ----- - Applies to: Dedicated and Private deployment go-lives and tenant migrations with SLA commitments (any customer with an enterprise contract or > $50k monthly spend). - Out of scope: self-serve trial accounts, routine model-only updates without routing changes.  Goals and SLOs to Protect ------------------------- - Availability SLA target to protect during cutover: 99.9% (monthly) for production routes. - Immediate remediation thresholds (trigger escalation):   - Error rate spike: sustained >5% errors for 5 minutes across tenant endpoints.   - Latency spike: P95 latency >2000ms for 10 minutes.   - Token cost anomaly: >200% of projected token spend in 30 minutes.   - KV cache miss-rate >30% s"
dsid_98775b9c35e5439e90a6197616696c9e,confluence,Customer-facing debugging flow for LLM output variance,"Summary:\nThis playbook describes a reproducible, customer-facing debugging and escalation flow for investigating reports of inconsistent or degraded LLM outputs (quality variance, hallucinations, or surprising style/length changes). It is written for Customer Success (CS) engineers and first-line support, and includes data collection templates, quick mitigations, metric thresholds, synthetic test guidance, and an escalation matrix for SRE/Model teams.\n\nWhen to use:\n- Customer reports that previously-stable prompts now return lower-quality or inconsistent answers.\n- Widespread deviations observed after a deploy, model switch, or config change.\n- Intermittent variance tied to time-of-day, tenant load, or routing changes.\n\nQuick triage checklist (first 10 minutes):\n1) Confirm customer-visible failure with a single canonical example. Ask customer to provide: a reproducible prompt, desired behavior, timestamp (UTC), and the request-ID if available.\n2) Check service health dashboard (Redwood Console) for model rollout events, latency spikes, or capacity fallback during the incident window.\n3) Lock sampling settings: ask customer to run with explicit parameters (model, model_ve"
